,MAIN_ID,RA_s,DEC_s,DISTANCE_RESULT,OTYPE,RV_VALUE,Z_VALUE,SCRIPT_NUMBER_ID
0,ClG J2229-2756,22 29 45.36,-27 55 36.5,0.0,ClG,81578.0,0.322,1
1,2MASX J22294524-2755353,22 29 45.242,-27 55 35.35,1.9411904,BLLac,81578.0,0.322,1
2,TYC 6968-305-1,22 29 39.8409,-27 56 35.137,93.74286,HighPM*,21.29,7.1e-05,1
3,2QZ J222950.9-275409,22 29 50.87,-27 54 08.3,114.51252,EmissionG,45959.0,0.1671,1
4,PMN J2229-2757,22 29 38.8,-27 57 32,144.81323,Radio,,,1
5,TYC 6968-362-1,22 30 04.3883,-27 58 33.098,307.82504,Star,-21.52,-7.2e-05,1
6,HD 213153,22 29 53.2371,-27 50 24.732,328.79514,Star,6.39,2.1e-05,1
7,NVSS J222920-275721,22 29 21.0,-27 57 24,340.5722,Radio,,,1
8,iPTF 14fuu,22 29 43.85,-27 49 42.1,354.9651,Supernova,36459.0,0.13,1
9,[SHM2017] J337.36838-27.84907,22 29 28.4231,-27 50 56.685,358.77252,RRLyrae,,,1
10,2dFGRS TGS180Z123,22 29 19.00,-27 54 07.1,360.65057,Galaxy,49196.0,0.1801,1
11,LEDA  746557,22 29 55.4,-28 02 35,439.12265,Galaxy,,,1
12,2dFGRS TGS180Z116,22 30 17.49,-27 58 46.2,466.07382,Galaxy,56560.0,0.2104,1
