,0,1,2
0,0.3400748282405228,0.13385716174740256,0.1243250935772866
1,0.33761167482942617,0.13357214821258853,0.12554440458208496
2,0.3352101021255381,0.13328244339299064,0.12501235902580676
3,0.3328673529642482,0.13298860970270937,0.12280629177825499
4,0.33058085127301085,0.13269116025723102,0.12268580379306633
5,0.3283481862977434,0.13239056339624974,0.11608578768342936
6,0.32616709854079506,0.13208724676776087,0.11480940019845232
7,0.32403546718884463,0.13178160101579414,0.11724432499108065
8,0.3219512988422893,0.1314739831108096,0.11341954556402217
9,0.3199127173852673,0.1311647193583931,0.11172053507372086
