,MAIN_ID,Z_VALUE,RA,DEC,GALDIM_MAJAXIS,GALDIM_MINAXIS,SCRIPT_NUMBER_ID
2265,ACO  3562,0.049,13 33 31.8,-31 40 23,5.0,5.0,0
2279,ACO  1795,0.063,13 48 50.48,+26 35 07.4,23.333334,23.333334,0
2280,ACO  1775,0.075,13 41 50.60,+26 21 10.6,21.666666,21.666666,0
2287,BAX 205.7755-00.0230,0.7151,13 43 04.8,-00 00 56,4.5833335,4.5833335,0
2290,HCG  67,0.0245,13 49 03.5,-07 12 20,3.3,3.3,0
2292,ClG J1347-1145,0.45,13 47 30.5,-11 45 07,2.0,2.0,0
2298,ACO  3571,0.039,13 47 28.9,-32 51 57,21.0,21.0,0
2305,HCG  68,0.008,13 53 40.9,+40 19 07,9.2,9.2,0
2313,HCG  69,0.0294,13 55 22,+25 07.5,1.9,1.9,0
2323,ACO  1835,0.2506,14 01 02.07,+02 52 43.2,2.0,2.0,0
2326,ClG J1354-0221,0.54786,13 54 16.9,-02 21 47,4.59,4.59,0
2327,SDSSCGB 1660,0.19,14 00 21.6,-00 09 00,0.4,0.4,0
2329,ACO  1836,0.038,14 01 42.0,-11 36 20,12.333333,12.333333,0
2348,BAX 211.7262+28.5706,0.117,14 06 55.0,+28 34 16,5.4166665,5.4166665,0
2349,SDSSCGA 1320,0.1169,14 06 51.77,+28 34 42.1,1.84,1.84,0
2358,ACO  1882,0.13773,14 14 24.02,-00 22 39.9,7.9166665,7.9166665,0
2364,ACO S  758,0.039,14 12 20.9,-34 20 20,12.666667,12.666667,0
2366,ACO  1914,0.166,14 26 03.32,+37 49 58.7,7.5,7.5,0
2368,ClG J1415+3611,1.027,14 15 11.1,+36 12 03,2.9166667,2.9166667,0
2375,ClG J1423+2404,0.542,14 23 47.7,+24 04 40,6.8333335,6.8333335,0
2376,BAX 214.1083+23.2564,0.13814,14 16 27.70,+23 15 25.9,13.333333,13.333333,0
2378,ACO  1890,0.05779099,14 17 41.62,+08 13 06.4,0.512,0.389,0
2380,ACT-CL J1419.5+0647,0.11,14 19 36.200,+06 47 36.80,9.166667,9.166667,0
2381,BAX 214.8479+06.6450,0.61,14 19 23.5,+06 38 42,4.5833335,4.5833335,0
2410,SDSSCGA 647,0.072,14 36 59.0,-01 03 58,1.26,1.26,0
2416,ACO S  767,0.087,14 34 46,-32 41.2,6.25,6.25,0
2449,PCG J1452+2759,0.12667,14 52 23.29,+27 56 42.5,0.8446,0.8446,0
2454,ZwCl 1455+2232,0.25762,14 57 15.2,+22 20 30,2.0,2.0,0
2459,ACO  1991,0.05842299,14 54 41.53,+18 38 08.4,16.666666,16.666666,0
2460,ACO  1983,0.04487038,14 52 59.33,+16 46 11.0,16.25,16.25,0
2462,ACO S  780,0.2357,14 59 29.1,-18 10 45,0.5,0.5,0
2472,ACO  3695,0.089,20 34 47.7,-35 49 39,15.0,15.0,0
2479,ACO  3693,0.124,20 34 22.0,-34 29 40,10.416667,10.416667,0
2501,ClG J1931-2635,0.358,19 31 49.6,-26 34 33,9.166667,9.166667,0
2506,ACO S  868,0.054,20 22 59.5,-20 56 40,13.333333,13.333333,0
2507,ACO  2328,0.147,20 48 09.8,-17 50 14,13.333333,13.333333,0
2509,ACO  2163,0.201,16 15 46.1,-06 08 50,11.0,11.0,0
2510,ClG 2053-04,0.586,20 56 21.2,-04 37 46,4.1666665,4.1666665,0
2511,ClG J1504-0248,0.2168,15 04 07.4,-02 48 15,1.0,1.0,0
2515,SDSS CE 227.319229-00.249662,0.2625,15 09 18.300,-00 14 32.70,4.1,4.1,0
2517,ACO  2051,0.1182,15 16 47.15,-01 00 32.8,21.25,21.25,0
2519,SDSSCGB 438,0.118,15 16 12.9,-00 48 10,0.4,0.4,0
2521,NAME NGC 5846 Group,0.005,15 05 47.0,+01 34 25,14.166667,14.166667,0
2522,BAX 225.2969+01.7020,0.005,15 01 11.86,+01 41 53.2,14.666667,14.666667,0
2523,ACO  2050,0.1191,15 16 18.7,+00 05 31,15.0,15.0,0
2529,ClG 1532+01,0.32,15 35 02.7,+01 20 58,4.02,4.02,0
2541,BAX 252.7839+04.9926,0.154,16 51 08.2,+04 59 34,10.666667,10.666667,0
2543,ACO  2029,0.0773,15 10 56.2,+05 44 42,6.0,6.0,0
2549,BAX 233.1222+04.6817,0.03827569,15 32 32.02,+04 40 51.6,16.25,16.25,0
2557,ACO  2204,0.152,16 32 45.7,+05 34 43,0.6,0.6,0
2562,ACO  2052,0.03491567,15 16 41.64,+07 01 45.5,20.416666,20.416666,0
2564,ACT-CL J1521.8+0742,0.04419582,15 21 55.14,+07 41 27.2,21.0,21.0,0
2565,ACO  2063,0.034,15 23 01.8,+08 38 22,19.666666,19.666666,0
2581,SDSSCGA 1023,0.1212,15 09 41.96,+13 00 29.6,1.64,1.64,0
2600,ACO  2254,0.176,17 17 45.90,+19 40 22.8,15.333333,15.333333,0
2621,AWM 4,0.0321142,16 04 52.01,+23 56 26.9,18.666666,18.666666,0
2628,SDSSCGA 2170,0.091,16 52 05.11,+24 30 17.4,2.74,2.74,0
2631,ClG J1720+2638,0.1604,17 20 09.6,+26 37 35,1.5,1.5,0
2634,2MASX J17201001+2637317,0.16014,17 20 10.040,+26 37 32.06,0.343,0.261,0
2642,ACO  2142,0.0903,15 58 14.38,+27 12 57.8,15.833333,15.833333,0
2650,NGC  6261,0.03518,16 56 30.5264,+27 58 39.242,0.83,0.415,0
2651,AWM 5,0.035,16 58 00.8,+27 51 16,21.333334,21.333334,0
2667,ACO  2175,0.096,16 20 30.70,+29 53 31.2,15.833333,15.833333,0
2678,ACO  2261,0.2242,17 22 26.9,+32 07 58,13.76,13.76,0
2687,ACO  2069,0.1139,15 24 02.92,+29 53 20.3,5.0,5.0,0
2690,ACO  2065,0.0731,15 22 29.3,+27 42 22,20.416666,20.416666,0
2695,SDSSCGB 9439,0.153,16 13 19.1,+30 55 02,0.84,0.84,0
2699,HCG  82,0.0362,16 28 22.1,+32 49 25,3.1,3.1,0
2707,ClG J1720+3536,0.39,17 20 16.8,+35 36 27,7.5,7.5,0
2713,ACO  2061,0.0783,15 21 19.90,+30 37 13.0,7.5,7.5,0
2726,UGCl 393,0.030549,16 17 53.8,+35 06 31,30.0,30.0,0
2734,ACO  2034,0.1132,15 10 12.96,+33 29 53.2,12.083333,12.083333,0
2737,SDSSCGA 114,0.0966,15 17 07.20,+33 11 45.7,0.54,0.54,0
2741,ACO  2111,0.2291,15 39 40.9,+34 25 04,14.333333,14.333333,0
2753,ACO  2199,0.0309,16 28 43.31,+39 34 07.6,21.666666,21.666666,0
2754,BAX 250.6621+39.5981,0.35338,16 42 38.9,+39 35 53,4.1666665,4.1666665,0
2759,SDSSCGA 112,0.1806,17 12 19.16,+40 28 46.9,1.32,1.32,0
2781,ACO  3343,0.191,05 25 49.1,-47 14 58,10.833333,10.833333,0
2786,ACO  3322,0.201,05 10 16.4,-45 19 12,13.833333,13.833333,0
2790,ACO  3292,0.149,04 49 54.7,-44 40 55,15.333333,15.333333,0
2793,ACO S  384,0.058,03 45 45.0,-41 10 42,13.333333,13.333333,0
2794,ACO  3135,0.063,03 34 03.7,-39 00 49,4.0,4.0,0
2812,ACO  3330,0.09,05 14 47.4,-49 04 19,11.25,11.25,0
2818,ACO  3122,0.065,03 22 10.9,-41 20 15,19.583334,19.583334,0
2837,ACO  3112,0.074,03 17 52.4,-44 14 35,16.333334,16.333334,0
2842,ACO S  300,0.0708,02 48 58.6387,-41 16 59.041,0.3,0.246,0
2844,ACO S  592,0.226,06 38 49.40,-53 58 40.8,12.5,12.5,0
2845,ACO  3404,0.163,06 45 29.50,-54 13 37.0,15.0,15.0,0
2846,ACO  3391,0.055,06 26 15.4,-53 40 52,20.0,20.0,0
2848,ACO  3395,0.051,06 27 31.1,-54 23 58,18.466667,18.466667,0
2849,ACO S  520,0.295,05 16 37.40,-54 30 01.5,14.0,14.0,0
2866,ClG 0657-56,0.296,06 58 29.6,-55 56 39,8.0,8.0,0
2879,ACO  3128,0.063,03 29 50.6,-52 34 48,14.0,14.0,0
2880,ACO  3158,0.059,03 42 39.6,-53 37 50,21.666666,21.666666,0
2892,ACO  3017,0.2195,02 25 53.4,-41 54 58,12.166667,12.166667,0
2893,ACO  2984,0.104,02 11 25.1,-40 17 29,13.0,13.0,0
2903,ACT-CL J0343.0-5517,0.541,03 43 01.3,-55 18 39,6.0,6.0,0
2911,ACO  3266,0.0577,04 31 11.9,-61 24 23,25.833334,25.833334,0
2912,2MFGC 3393,0.049437,04 09 14.5037,-59 35 35.551,0.433,0.13,0
2918,ACO S  295,0.3,02 45 35.80,-53 02 16.8,10.0,10.0,0
2926,ACO S  239,0.064,02 16 44.5,-47 49 04,13.333333,13.333333,0
2951,ACT-CL J0233.0-5819,0.663,02 33 00.9,-58 19 38,6.0,6.0,0
2960,NGC   745,0.019925,01 54 07.7184,-56 41 37.289,1.293,0.931,0
2961,ESO 153-4,0.01913,01 58 30.4,-56 14 56,1.949,0.741,0
2964,ACO  2941,0.118,01 45 03.60,-53 01 23.4,16.333334,16.333334,0
2977,ACO  2877,0.024,01 09 49.3,-45 54 02,21.666666,21.666666,0
3049,ACO  4067,0.1,23 58 49.9,-60 37 25,21.666666,21.666666,0
3079,ACO  3921,0.089,22 49 59.0,-64 25 48,19.333334,19.333334,0
3097,ACO S  810,0.074,19 12 43.9,-75 17 52,18.333334,18.333334,0
3110,ACO  3825,0.075,21 58 22.4,-60 23 39,16.0,16.0,0
3111,ACO  3827,0.0972,22 01 49.1,-59 57 15,18.333334,18.333334,0
3122,ACO  3806,0.075,21 46 37.9,-57 17 07,13.333333,13.333333,0
3129,ACO S 1063,0.351,22 48 45.4,-44 31 42,12.5,12.5,0
3146,ACO S  805,0.014,18 47 14.4,-63 19 45,18.333334,18.333334,0
3149,ACO  3685,0.284,20 32 19.2,-56 27 21,13.333333,13.333333,0
3151,ACO  3718,0.139,20 55 55.7,-54 55 34,14.166667,14.166667,0
3152,ACO  3771,0.076,21 29 43.2,-50 48 34,17.916666,17.916666,0
3153,ACO S  971,0.032,21 46 15.6,-46 30 59,2.6666667,2.6666667,0
3156,ACT-CL J2011.4-5724,0.2786,20 11 26.8,-57 25 09,9.333333,9.333333,0
3157,ACO  3667,0.0552,20 12 33.68,-56 50 26.3,20.0,20.0,0
3165,ACO  3651,0.059,19 52 10.9,-55 05 16,16.666666,16.666666,0
3178,BAX 324.9937-43.0872,0.376,21 39 58.5,-43 05 14,5.0,5.0,0
3190,NAME NGC 6845 Quartet,0.022959,20 00 59.0,-47 04 38,2.92,2.92,0
3194,1AXG J205950-4245,0.323,20 59 50.7,-42 45 38,4.1666665,4.1666665,0
3198,ACO S  808,0.049,19 00 36.7,-49 04 53,17.5,17.5,0
3220,CXOMP J010610.3+005126,0.2566,01 06 10.3,+00 51 26,5.6745,5.6745,0
3222,CXOMP J154932.0+213300,0.6358,15 49 32.0,+21 33 00,2.97,2.97,0
3223,MCXC J0303.7-7752,0.276,03 03 48.4,-77 52 41,12.0,12.0,0
3224,3XMM J020019.2+001932,0.6825,02 00 19.10,+00 19 33.2,2.9928,2.9928,0
3226,XMMXCS J233227.5+195822.1,0.311,23 32 27.40,+19 58 04.8,5.48,5.48,0
3228,CDGS 9,0.223,00 33 46.32,-43 17 31.8,7.0833335,7.0833335,0
3229,ATELAIS J003427.38-431859.0,0.393,00 34 27.42,-43 18 59.4,7.5,7.5,0
3232,MCS J1206.2-0847,0.44,12 06 12.2,-08 48 02,10.333333,10.333333,0
3234,CXOU J022428.2-041529,0.2627,02 24 33.8,-04 14 15,6.2,6.2,0
3235,ACT-CL J2003.5-2323,0.3171,20 03 32.3,-23 23 30,5.0,5.0,0
3237,ClG J0146-0929,0.447,01 46 56.00,-09 29 52.4,5.866667,5.866667,0
3239,ACT-CL J0257.1-2325,0.5049,02 57 09.151,-23 26 05.83,7.9166665,7.9166665,0
3242,SDSSCGB 11144,0.22,10 00 06.65,+02 22 25.9,0.44,0.44,0
3248,ACT-CL J2014.8-2430,0.161,20 14 49.7,-24 30 30,17.666666,17.666666,0
3250,MCXC J0548.8-2154,0.092,05 48 50.4,-21 54 43,19.666666,19.666666,0
3252,CDGS 54,0.83,10 02 01.47,+02 13 29.6,3.3333333,3.3333333,0
3255,XCLASS 1880,0.2213,10 00 22.14,+02 23 34.7,1.6666666,1.6666666,0
3256,XCLASS 1879,0.347,10 00 13.925,+02 22 48.00,4.5833335,4.5833335,0
3268,ClG J1532+3021,0.3615,15 32 53.8,+30 21 00,0.7,0.7,0
3269,SHELS J0919.6+3032,0.4273,09 19 35.0,+30 31 55,4.1666665,4.1666665,0
3270,NAME NGC 5098 Group,0.037,13 20 14.4,+33 08 38,15.833333,15.833333,0
3271,XCLASS 169,0.32,02 22 05.6,-04 32 47,5.3,5.3,0
3272,HSCS J022358-043505,0.49,02 23 57.4,-04 35 17,4.8,4.8,0
3275,RXC J1212.3-1816,0.269,12 12 18.9,-18 16 43,7.0833335,7.0833335,0
3276,ACO  2717,0.049,00 03 12.9,-35 56 13,18.833334,18.833334,0
3277,ACO S   84,0.10843,00 49 23.2,-29 31 33,12.083333,12.083333,0
3279,RXC J0413.9-3805,0.05,04 13 58.8,-38 05 53,16.5,16.5,0
3283,NAME Hydra I Cluster,0.014,10 36 36.0,-27 31 04,20.416666,20.416666,0
3284,ACO  3490,0.069,11 45 19.6,-34 25 59,18.666666,18.666666,0
3287,HCG  62,0.0137,12 53 05.6,-09 12 21,3.7,3.7,0
3289,ACO  1644,0.047,12 57 11.6,-17 24 34,23.333334,23.333334,0
3290,ACO  3560,0.049,13 32 23.7,-33 08 21,19.666666,19.666666,0
3292,ACO  1837,0.069,14 01 36.2,-11 07 48,17.5,17.5,0
3293,ACO  3581,0.022,14 07 29.8,-27 01 04,14.166667,14.166667,0
3304,CDGS 3,0.1172,10 01 42.66,+02 25 49.9,6.25,6.25,0
3310,CDGS 15,0.35,10 00 43.71,+01 46 11.4,2.0833333,2.0833333,0
3311,XCLASS 1877,0.3471,10 00 28.07,+02 41 25.1,3.75,3.75,0
3314,XCLASS 2163,0.37,09 59 51.54,+01 40 46.5,4.1,4.1,0
3318,XCLASS 2162,0.12,09 59 24.91,+01 46 09.7,6.6666665,6.6666665,0
3320,2XMMi J095736.7+023427,0.3734,09 57 35.37,+02 34 29.3,5.1,5.1,0
3322,SDSSCGB 41791,0.55864,12 09 23.69,+26 40 46.7,0.42,0.42,0
3323,MARD J061651.1-474734,0.117,06 16 51.4,-47 47 41,16.666666,16.666666,0
3328,NAME ACO 1035B,0.071,10 32 19.36,+40 10 10.4,11.166667,11.166667,0
3335,RzCS 031,0.33,02 20 45.46,-03 25 59.7,4.74,4.74,0
3360,SDSS-C4 1065,0.04263,15 06 15.1,+03 09 21,10.416667,10.416667,0
3367,NSC J151001+025934,0.09243,15 09 57.88,+02 59 28.7,1.28,1.28,0
3573,BAX 013.9612+26.4117,0.193,00 55 50.9,+26 24 35,13.0,13.0,0
3574,SDSSCGA 2063,0.024996,11 20 10.7,-00 16 13,2.7,2.7,0
3577,SDSSCGB 65816,0.472,12 22 01.9,+27 09 19,0.54,0.54,0
3578,ClG J1312+3900,0.40417,13 12 19.4,+39 00 58,0.44,0.44,0
3583,ZwCl 2353+0535,0.279,23 55 37.000,+05 51 29.00,3.75,3.75,0
3590,ACT-CL J1200.8-0328,0.39525,12 00 49.5,-03 27 30,5.8333335,5.8333335,0
3591,ClG J1213+0253,0.4096,12 13 34.4,+02 53 57,5.4166665,5.4166665,0
3594,BAX 197.1358+53.7054,0.33,13 08 32.9,+53 42 15,4.47,4.47,0
3598,BAX 214.6296+25.1806,0.29,14 18 31.2,+25 10 47,6.48,6.48,0
3600,ClG J0159+0030,0.382,01 59 18.2,+00 30 09,5.3128,5.3128,0
3606,ClG J1514+3636,0.372,15 14 22.0,+36 36 22,11.27,11.27,0
3612,RX J1257.2+4738,0.866,12 57 12.20,+47 38 06.5,2.5,2.5,0
3613,NAME XMMU J1229.4+0151,0.976,12 29 28.8,+01 51 34,3.25,3.25,0
3619,LCS-CL J232634-5501.9,0.42,23 26 33.60,-55 01 11.5,3.75,3.75,0
3643,SpARCS J163437+402149,1.1798,16 34 35.0,+40 21 51,2.6666667,2.6666667,0
3656,SDSSCGA 42,0.0549,10 22 10.140,+38 31 16.22,1.26,1.26,0
3660,SDSSCGA 5,0.0956,23 33 23.58,-01 08 35.0,0.58,0.58,0
3682,SDSSCGA 27,0.0633,00 23 38.28,-00 47 26.5,0.68,0.68,0
3832,SDSSCGA 11,0.1002,16 21 56.5,+25 41 20,0.42,0.42,0
3852,SDSSCGA 195,0.056,07 50 23.20,+31 59 11.8,1.78,1.78,0
3903,SDSSCGA 591,0.08759,21 26 18.0,-07 10 42,1.88,1.88,0
3911,SDSSCGA 404,0.09576,16 21 03.52,+24 40 30.9,1.12,1.12,0
4014,SDSSCGA 206,0.09764,08 10 39.3,+06 02 52,1.04,1.04,0
4016,SDSSCGB 9852,0.0766,09 22 51.40,+28 55 42.5,1.42,1.42,0
4053,SDSSCGA 2208,0.09103,10 46 15.6,+12 38 01,4.2,4.2,0
4067,SDSSCGA 1947,0.07919,11 10 24.98,+34 27 27.0,3.22,3.22,0
4076,SDSSCGA 782,0.08956,13 30 38.76,+11 24 11.2,2.02,2.02,0
4163,MCXC J1125.3+3854,0.548,11 25 23.0,+38 54 06,2.5,2.5,0
4164,MCXC J1205.5+4419,0.34,12 05 33.0,+44 19 09,3.22,3.22,0
4165,MCXC J1206.1+4419,0.29,12 06 06.7,+44 19 28,2.3333333,2.3333333,0
4167,MCXC J1049.7+3308,0.2323,10 49 44.8,+33 08 38,2.0833333,2.0833333,0
4180,SDSSCGB 2456,0.21,09 53 44.6,+69 47 29,0.54,0.54,0
4187,ClG J1226+3332,0.892,12 26 57.7,+33 32 50,5.8333335,5.8333335,0
4192,ACO S  840,0.015,20 03 28.4,-55 56 47,6.6666665,6.6666665,0
4199,USGC U042,0.02285,01 01 14.25,+30 08 18.7,16.0,16.0,0
4200,GHCG 174,0.01769,23 53 35.66,+07 56 20.6,8.0,6.24,0
4201,USGC U076,0.01733,01 48 49.94,+10 32 23.5,6.0,6.0,0
4202,Mahtessian 127,0.0212,11 28 44.0,+09 05 17,16.0,16.0,0
4203,ACT-CL J1431.8+1331,0.15993,14 31 50.09,+13 32 04.9,9.166667,9.166667,0
4208,3C 295,0.46169,14 11 20.6,+52 12 09,0.157,0.157,0
4210,2MAXI J1546-834,0.076,15 39 33.9,-83 35 32,17.666666,17.666666,0
4213,2XMM J045400.6-030832,0.261,04 54 00.6,-03 08 32,4.5833335,4.5833335,0
4214,ZwCl 0857+2107,0.23571,09 00 36.90,+20 53 40.3,8.34,8.34,0
4217,ACT-CL J2327.4-0204,0.706,23 27 27.60,-02 04 37.4,4.1666665,4.1666665,0
4218,ACT-CL J0217.1-5244,0.341,02 17 14.3,-52 45 39,11.666667,11.666667,0
4229,CDGS 24,0.4379,21 50 41.25,-05 41 05.5,3.3333333,3.3333333,0
4244,2XMMi J120800.8+433917,0.27,12 08 00.76,+43 39 19.3,6.37,6.37,0
4251,ACT-CL J0511.6-5154,0.645,05 11 41.31,-51 54 20.8,4.6666665,4.6666665,0
4256,ACT-CL J0559.7-5249,0.609,05 59 43.20,-52 49 27.1,6.0,6.0,0
4258,ACT-CL J2337.4-5942,0.775,23 37 24.2,-59 42 17,5.0,5.0,0
4264,SDSSCGB 30404,0.502,02 22 39.6,+00 01 52,0.42,0.42,0
4265,SDSSCGB 55205,0.423,02 25 53.9,+00 52 30,0.48,0.48,0
4267,SDSSCGB 61979,0.378,14 17 56.5,+53 44 28,0.56,0.56,0
4278,SDSSCGA 31,0.14389,09 55 07.7,+09 35 20,0.58,0.58,0
4279,SDSSCGA 1581,0.094,10 05 14.9,-01 25 16,2.5,2.5,0
4280,SDSSCGB 645,0.134,11 53 25.6,-01 47 16,0.28,0.28,0
4281,PCG J1610+2013,0.1505,16 10 09.2,+20 13 51,0.438,0.438,0
4282,SDSSCGB 2472,0.1726,15 10 37.6,+06 16 26,1.044,1.044,0
4283,SDSSCGB 6651,0.084,12 41 54.0,-02 02 09,0.68,0.68,0
4284,SDSSCGB 8842,0.426,10 38 43.2,+48 49 14,0.34,0.34,0
4285,SDSSCGB 11772,0.083,13 26 16.1,+00 12 36,0.64,0.64,0
4286,PCG J1352+1234,0.1438,13 52 14.9,+12 34 01,0.386,0.386,0
4287,SDSSCGB 35785,0.073,10 18 16.0,+01 54 03,0.74,0.74,0
4288,SDSSCGB 58624,0.097,11 10 32.1,+01 07 29,1.42,1.42,0
4289,SDSSCGB 62887,0.088,12 47 59.1,-01 42 22,1.1,1.1,0
4292,HSCS J021735-051330,0.65,02 17 34.49,-05 13 18.5,3.73,3.73,0
4293,HSCS J021832-050059,0.8731,02 18 31.67,-05 00 59.5,2.5,2.5,0
4298,ACT-CL J2106.0-5844,1.132,21 06 04.3,-58 44 32,5.0,5.0,0
4304,ZwCl 0008+5215,0.104,00 11 37.197,+52 32 31.68,12.0,12.0,0
4308,ACT-CL J0234.7-5831,0.415,02 34 43.4,-58 31 25,9.166667,9.166667,0
4313,ACT-CL J2344.7-4243,0.596,23 44 43.9,-42 43 11,7.0833335,7.0833335,0
4835,PLCKESZ G287.0+32.9,0.383,11 50 49.20,-28 04 36.5,4.0,4.0,0
4851,PLCKESZ G214.6+37.0,0.4506,09 08 49,+14 38.5,5.4166665,5.4166665,0
4852,PLCKESZ G171.9-40.7,0.272,03 12 55,+08 22.8,5.5,5.5,0
4853,PLCKESZ G271.2-31.0,0.376,05 49 16,-62 05.2,8.333333,8.333333,0
4865,NAME XMMU J0302.2-0001,1.19,03 02 11.90,-00 01 34.3,1.7928,1.7928,0
4867,ACT-CL J0102-4915,0.87,01 02 52.50,-49 14 58.0,1.0,1.0,0
4873,ACT-CL J0438.2-5419,0.4224,04 38 17.70,-54 19 20.7,10.0,10.0,0
4887,ClG J1420+3955,0.607,14 20 40.38,+39 55 10.6,6.3333335,6.3333335,0
4897,ACT-CL J0017.6-0052,0.2065,00 17 37.40,-00 52 35.4,7.1527,7.1527,0
4898,RX J0920.3+3706,0.23481,09 20 18.90,+37 06 17.7,7.16,7.16,0
4900,3XMM J010606.7+004925,0.233,01 06 07.0,+00 49 10,5.7338,5.7338,0
4901,2XMM J124425.3+164759,0.2346,12 44 25.44,+16 47 56.9,5.3,5.3,0
4904,PSZSPT J2022-6324,0.383,20 22 05.6,-63 23 50,5.4166665,5.4166665,0
4905,ACT-CL J2030.8-5638,0.394,20 30 49.6,-56 38 07,6.3333335,6.3333335,0
4906,3XMM J012023.3-000444,0.078,01 20 20.28,-00 06 22.4,13.5642,13.5642,0
4909,SPT-CL J2328-5533,0.773,23 28 42.7,-55 33 58,2.9166667,2.9166667,0
4910,SPT-CL J2328-5550,0.79,23 28 10.8,-55 50 24,2.6,2.6,0
4914,XCLASS 882,0.15967,10 57 05.9,+06 53 47,1.25,1.25,0
4915,BAX 214.9883+06.5739,0.564,14 19 53.830,+06 34 03.11,1.5,1.5,0
4916,XCLASS 1209,0.30304,12 53 12.283,+31 07 11.24,1.25,1.25,0
4918,BLOX J1414.9-0021.6,0.1427,14 14 57.78,-00 20 59.3,3.75,3.75,0
4920,2XMM J023150.5-072836,0.1791,02 31 50.54,-07 28 36.6,4.1666665,4.1666665,0
4924,XCLASS 1982,0.2499,13 09 31.6,+57 39 11,3.3333333,3.3333333,0
4925,ACT-CL J1238.6+0928,0.2299,12 38 41.07,+09 28 30.2,8.66,8.66,0
4929,XCLASS 1013,0.4152,00 39 42.20,+00 45 33.1,3.4385,3.4385,0
4930,3XMM J004231.0+005112,0.1468,00 42 31.22,+00 51 14.4,6.5188,6.5188,0
4931,XCLASS 78,0.42,00 42 53.75,-09 34 23.2,2.5,2.5,0
4932,ACT-CL J0043.8+0046,0.4754,00 43 50.76,+00 47 33.5,3.613,3.613,0
4933,NVSS J023347-085056,0.25,02 33 46.90,-08 50 54.4,4.87,4.87,0
4934,3XMM J030637.3-001801,0.4576,03 06 37.13,-00 18 03.5,3.0235,3.0235,0
4935,XCLASS 1635,0.4282,07 36 05.93,+43 39 06.4,5.0,5.0,0
4937,2XMM J075427.4+220949,0.3969,07 54 27.48,+22 09 49.4,5.53,5.53,0
4940,XCLASS 1817,0.584,09 25 45.59,+30 58 58.9,3.49,3.49,0
4942,ACT-CL J0940.9+0322,0.4928,09 40 54.65,+03 22 26.9,3.3333333,3.3333333,0
4944,NSC J094535+094825,0.2114,09 45 30.92,+09 46 37.0,6.28,6.28,0
4949,XCLASS 1732,0.52,10 44 21.84,+21 30 30.2,3.57,3.57,0
4950,2XMM J110344.0+360513,0.4972,11 03 44.10,+36 05 13.7,6.39,6.39,0
4953,XCLASS 755,0.1873,11 27 39.72,+58 37 20.4,2.9166667,2.9166667,0
4955,XCLASS 1624,0.228,11 50 40.70,+54 56 41.1,5.0,5.0,0
4956,XCLASS 2051,0.4086,11 58 24.73,+44 05 32.2,3.3333333,3.3333333,0
4957,XCLASS 1233,0.2901,11 58 50.55,+44 05 34.9,2.7,2.7,0
4958,EXSS 1207.0+3940,0.5547,12 09 33.79,+39 22 35.3,3.31,3.31,0
4959,2XMM J121205.3+131739,0.4489,12 12 05.37,+13 17 39.5,2.66,2.66,0
4961,XCLASS 953,0.1367,12 42 02.60,+33 22 16.2,2.5,2.5,0
4962,XCLASS 1739,0.4759,12 50 47.20,+26 33 38.1,3.5333333,3.5333333,0
4966,2XMM J130534.9+175650,0.5445,13 05 34.98,+17 56 50.5,3.1,3.1,0
4972,NSCS J135400+335023,0.47,13 53 58.96,+33 49 58.7,1.73,1.73,0
4975,NSCS J141531+282421,0.2239,14 15 34.44,+28 23 42.2,9.0,9.0,0
4978,XCLASS 20675,0.4508,14 23 05.58,+38 28 07.3,3.5333333,3.5333333,0
4979,2XMM J142731.1+262904,0.3693,14 27 31.15,+26 29 04.3,3.43,3.43,0
4980,NSCS J143106+421431,0.4261,14 31 03.17,+42 14 33.9,2.9166667,2.9166667,0
4981,XCLASS 2046,0.1463,14 34 48.37,+03 37 49.9,5.0,5.0,0
4982,XCLASS 542,0.3709,14 53 17.47,+03 34 46.1,2.5,2.5,0
4985,NSCS J002310+001137,0.2734,00 23 14.39,+00 11 58.7,4.3062,4.3062,0
4987,XCLASS 1813,0.296,10 56 55.51,+06 58 40.5,5.69,5.69,0
4991,XCLASS 1253,0.1447,14 39 29.01,+02 46 05.7,1.4333333,1.4333333,0
4992,2XMMi J145846.5+493501,0.4631,14 58 46.59,+49 35 02.0,2.5,2.5,0
4995,XCLASS 1449,0.3155,00 52 59.64,-08 39 36.5,2.9166667,2.9166667,0
4996,SDSS CE 032.547565-00.240780,0.2834,02 10 12.78,-00 14 51.9,4.118,4.118,0
4999,XCLASS 2214,0.3008,08 24 12.95,+30 04 37.9,3.26,3.26,0
5001,XCLASS 2218,0.5708,08 40 04.36,+29 45 44.3,5.0,5.0,0
5007,XCLASS 2209,0.3959,09 59 04.47,+13 05 24.4,5.4166665,5.4166665,0
5009,XCLASS 2128,0.4392,10 30 07.10,-03 06 38.9,5.4166665,5.4166665,0
5010,XCLASS 2135,0.2989,10 44 20.1,+06 45 08,4.6666665,4.6666665,0
5013,XCLASS 1451,0.48,11 22 57.7,+46 58 46,3.61,3.61,0
5017,XCLASS 1452,0.447,11 46 27.85,+52 21 08.6,4.1666665,4.1666665,0
5020,XCLASS 2272,0.261,12 01 24.38,+34 20 44.1,4.5833335,4.5833335,0
5024,XCLASS 1537,0.2494,12 31 50.49,+12 00 05.3,2.0833333,2.0833333,0
5025,XCLASS 1862,0.3401,12 43 09.59,+14 20 24.1,2.5,2.5,0
