,0,1,2,3,4,5,6,7,8,9
0,0.3484409850336626,0.009850036433821778,0.04528790925387464,0.04572571012894787,0.0445059441258581,0.18274262694722143,0.1709185138034675,0.20707022600938393,,0.08473744797530748
1,0.34900640261929955,0.009605791349782768,0.040769805669640724,0.04347056046119489,0.04248148682194504,0.17955851075386953,0.15833145491947095,0.2071334362384996,,0.08172317907527722
2,0.34362613721666935,0.00924285976295165,0.042626348283387516,0.042796333602933355,0.04306180349441305,0.1780987050396131,0.16200376115659232,0.20308098704979968,,0.08238478186031208
3,0.3327309585608615,0.009303169066715376,0.04199260095595872,0.04169336446189393,0.04039452630160466,0.17747459484933836,0.15626164590895253,0.20017290486020614,,0.07851426061829136
4,0.34147230613749163,0.00870213812692924,0.04306590448836127,0.04113502685673991,0.042334071198815625,0.17633514895995087,0.16197486784356313,0.2002673313483337,,0.0742462093881813
5,0.34630342960666327,0.008917712940078237,0.03901360178317324,0.04023899436333236,0.039078775169567974,0.1715074484526369,0.16331952781288053,0.1920513716705888,,0.0737975647653338
6,0.33182708542150613,0.008362953236720184,0.03816478253549883,0.037145407324701646,0.038113430629443654,0.16375944247673516,0.15631571117365983,0.2008027707746312,,0.07341711589047382
7,0.31546440699339207,0.008543758369387583,0.037802345161945576,0.03879551199550049,0.03803582833868119,0.16589324779312029,0.15493247126624837,0.19565125829777577,,0.070667753037952
8,0.331847814756422,0.008225363512385855,0.03486594971149023,0.03601619435401349,0.037107106937975386,0.16031179225859937,0.15525891055282268,0.1893394946582816,,0.07263259884864677
9,0.3227857299297819,0.0082165610751257,0.034620852849635585,0.03329309208550911,0.036040622066110944,0.16914523379523727,0.14939486499895765,0.1807719174957976,,0.07051538157120997
