,MAIN_ID,Z_VALUE,RA,DEC,GALDIM_MAJAXIS,GALDIM_MINAXIS,SCRIPT_NUMBER_ID
825,ACO S  295,0.3,02 45 35.80,-53 02 16.8,10.0,10.0,0
830,ACO  2877,0.024,01 09 49.3,-45 54 02,21.666666,21.666666,0
831,ACO  4067,0.1,23 58 49.9,-60 37 25,21.666666,21.666666,0
835,ACO S 1063,0.351,22 48 45.4,-44 31 42,12.5,12.5,0
836,ACT-CL J2011.4-5724,0.2786,20 11 26.8,-57 25 09,9.333333,9.333333,0
837,ACO  3667,0.0552,20 12 33.68,-56 50 26.3,20.0,20.0,0
840,CXOMP J010610.3+005126,0.2566,01 06 10.3,+00 51 26,5.6745,5.6745,0
841,XMMXCS J233227.5+195822.1,0.311,23 32 27.40,+19 58 04.8,5.48,5.48,0
842,CDGS 9,0.223,00 33 46.32,-43 17 31.8,7.0833335,7.0833335,0
843,ATELAIS J003427.38-431859.0,0.393,00 34 27.42,-43 18 59.4,7.5,7.5,0
846,ClG J0146-0929,0.447,01 46 56.00,-09 29 52.4,5.866667,5.866667,0
848,ACT-CL J0257.1-2325,0.5049,02 57 09.151,-23 26 05.83,7.9166665,7.9166665,0
850,CDGS 54,0.83,10 02 01.47,+02 13 29.6,3.3333333,3.3333333,0
852,XCLASS 1880,0.2213,10 00 22.14,+02 23 34.7,1.6666666,1.6666666,0
853,XCLASS 1879,0.347,10 00 13.925,+02 22 48.00,4.5833335,4.5833335,0
860,XCLASS 169,0.32,02 22 05.6,-04 32 47,5.3,5.3,0
861,HSCS J022358-043505,0.49,02 23 57.4,-04 35 17,4.8,4.8,0
863,ACO  2717,0.049,00 03 12.9,-35 56 13,18.833334,18.833334,0
864,NAME Hydra I Cluster,0.014,10 36 36.0,-27 31 04,20.416666,20.416666,0
865,ACO  3490,0.069,11 45 19.6,-34 25 59,18.666666,18.666666,0
866,ACO  1644,0.047,12 57 11.6,-17 24 34,23.333334,23.333334,0
869,CDGS 3,0.1172,10 01 42.66,+02 25 49.9,6.25,6.25,0
874,CDGS 15,0.35,10 00 43.71,+01 46 11.4,2.0833333,2.0833333,0
875,XCLASS 2163,0.37,09 59 51.54,+01 40 46.5,4.1,4.1,0
879,XCLASS 2162,0.12,09 59 24.91,+01 46 09.7,6.6666665,6.6666665,0
880,NAME ACO 1035B,0.071,10 32 19.36,+40 10 10.4,11.166667,11.166667,0
883,RzCS 031,0.33,02 20 45.46,-03 25 59.7,4.74,4.74,0
886,NSC J151001+025934,0.09243,15 09 57.88,+02 59 28.7,1.28,1.28,0
918,ClG J1312+3900,0.40417,13 12 19.4,+39 00 58,0.44,0.44,0
921,ZwCl 2353+0535,0.279,23 55 37.000,+05 51 29.00,3.75,3.75,0
924,ACT-CL J1200.8-0328,0.39525,12 00 49.5,-03 27 30,5.8333335,5.8333335,0
925,ClG J1213+0253,0.4096,12 13 34.4,+02 53 57,5.4166665,5.4166665,0
927,BAX 197.1358+53.7054,0.33,13 08 32.9,+53 42 15,4.47,4.47,0
930,BAX 214.6296+25.1806,0.29,14 18 31.2,+25 10 47,6.48,6.48,0
939,RX J1257.2+4738,0.866,12 57 12.20,+47 38 06.5,2.5,2.5,0
940,NAME XMMU J1229.4+0151,0.976,12 29 28.8,+01 51 34,3.25,3.25,0
957,SpARCS J163437+402149,1.1798,16 34 35.0,+40 21 51,2.6666667,2.6666667,0
999,ClG J1226+3332,0.892,12 26 57.7,+33 32 50,5.8333335,5.8333335,0
1004,ACT-CL J1431.8+1331,0.15993,14 31 50.09,+13 32 04.9,9.166667,9.166667,0
1009,2XMM J045400.6-030832,0.261,04 54 00.6,-03 08 32,4.5833335,4.5833335,0
1010,ZwCl 0857+2107,0.23571,09 00 36.90,+20 53 40.3,8.34,8.34,0
1011,ACT-CL J2327.4-0204,0.706,23 27 27.60,-02 04 37.4,4.1666665,4.1666665,0
1014,CDGS 24,0.4379,21 50 41.25,-05 41 05.5,3.3333333,3.3333333,0
1026,2XMMi J120800.8+433917,0.27,12 08 00.76,+43 39 19.3,6.37,6.37,0
1033,ACT-CL J0511.6-5154,0.645,05 11 41.31,-51 54 20.8,4.6666665,4.6666665,0
1037,ACT-CL J0559.7-5249,0.609,05 59 43.20,-52 49 27.1,6.0,6.0,0
1039,ACT-CL J2337.4-5942,0.775,23 37 24.2,-59 42 17,5.0,5.0,0
1046,SDSSCGA 31,0.14389,09 55 07.7,+09 35 20,0.58,0.58,0
1047,SDSSCGB 2472,0.1726,15 10 37.6,+06 16 26,1.044,1.044,0
1050,HSCS J021735-051330,0.65,02 17 34.49,-05 13 18.5,3.73,3.73,0
1051,HSCS J021832-050059,0.8731,02 18 31.67,-05 00 59.5,2.5,2.5,0
1059,ZwCl 0008+5215,0.104,00 11 37.197,+52 32 31.68,12.0,12.0,0
1065,ACT-CL J2344.7-4243,0.596,23 44 43.9,-42 43 11,7.0833335,7.0833335,0
1113,PLCKESZ G287.0+32.9,0.383,11 50 49.20,-28 04 36.5,4.0,4.0,0
1115,PLCKESZ G214.6+37.0,0.4506,09 08 49,+14 38.5,5.4166665,5.4166665,0
1116,PLCKESZ G271.2-31.0,0.376,05 49 16,-62 05.2,8.333333,8.333333,0
1122,ACT-CL J0102-4915,0.87,01 02 52.50,-49 14 58.0,1.0,1.0,0
